"","Court","PendStart","New","Reopen","Closed","PendatEnd","Pending0.6","Pending6plus","PendingInact.BW","JuryTrials","NonJuryTrials","Convict","Acquit","PleaTrial","DismTrial","DismBrief","PleaBef","DismbyPros","PostJActiv","Other","court.type","Year"
"969","Youthful Offender Crimes Against Persons","2","1","0","2","1","0",1,0,0,0,0,0,0,0,1,1,0,0,"0","Thirteenth District Court",2016
"970","Youthful Offender Crimes Against Property","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Thirteenth District Court",2016
"971","Youthful Offender Public Safety Offenses","0","0","2","2","0","0",0,0,0,0,0,0,0,0,0,0,0,2,"0","Thirteenth District Court",2016
"972","Youthful Offender Homicide","1","2","1","2","2","1",1,0,0,0,0,0,0,0,0,0,2,0,"0","Thirteenth District Court",2016
"973","Youthful Offender Sexual Offenses","3","1","1","3","2","1",1,0,0,0,0,0,0,0,1,1,1,1,"0","Thirteenth District Court",2016
"974","Total","198","289","102","393","199","104",57,38,0,0,0,0,0,0,70,142,123,96,"0","Thirteenth District Court",2016
"975","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Statewide District Court",2016
"976","Adult Motor Vehicle Offenses","20","3","3","18","8","0",2,6,1,0,0,1,0,0,0,4,5,9,"0","Statewide District Court",2016
"977","Domestic Violence Appeal","2","0","0","2","0","0",0,0,0,0,0,0,0,0,0,1,0,0,"0","Statewide District Court",2016
"978","Domestic Violence Appeal ‐ Defendant Appellant","1","3","0","1","3","2",1,0,0,0,0,0,0,0,0,1,0,0,"0","Statewide District Court",2016
"979","Domestic Violence Appeal ‐ Plaintiff Appellant","0","5","0","2","5","5",0,0,0,0,0,0,0,0,0,2,0,0,"0","Statewide District Court",2016
"980","Extradition","126","216","0","182","160","49",62,49,0,0,0,0,0,0,9,1,127,0,"38","Statewide District Court",2016
"981","Felony Crimes Against Property","6432","3442","3576","7448","6012","2112",1377,2523,129,9,59,32,25,21,566,2246,1651,3628,"0","Statewide District Court",2016
"982","Felony Crimes Against Persons","5696","3984","2860","6956","5583","2304",1766,1513,223,13,120,64,27,24,555,2352,1919,2839,"6","Statewide District Court",2016
"983","Felony Drug Offenses","5534","4054","3099","6752","5939","2285",1432,2222,99,7,59,9,20,18,556,2256,1731,2943,"3","Statewide District Court",2016
"984","Felony DWI/DUI","1263","762","427","1224","1221","406",394,421,27,6,17,8,5,3,17,665,376,418,"0","Statewide District Court",2016
"985","Felony Homicide","239","125","69","168","264","71",168,25,28,1,21,7,1,0,5,51,32,68,"0","Statewide District Court",2016
"986","Felony Miscellaneous","890","529","290","859","849","321",287,241,13,2,9,2,2,0,51,293,242,289,"0","Statewide District Court",2016
"987","Felony Public Safety Offenses","705","668","387","1032","730","360",178,192,18,3,11,6,3,1,85,401,258,401,"0","Statewide District Court",2016
"988","Felony Sexual Offenses","907","410","276","763","826","246",384,196,87,6,38,40,7,6,55,238,198,268,"2","Statewide District Court",2016
"989","Felony First Degree","45","0","18","32","31","5",19,7,2,0,2,0,0,0,1,1,1,27,"0","Statewide District Court",2016
"990","Felony Domestic Violence","333","112","181","440","186","70",41,75,13,0,3,7,2,1,50,91,112,212,"1","Statewide District Court",2016
"991","Felony Vehicular Homicide","20","12","11","17","26","7",13,6,2,0,1,0,0,1,0,6,5,9,"0","Statewide District Court",2016
"992","Lower Court Appeal","50","0","1","11","40","3",31,6,1,1,2,0,0,0,3,3,2,0,"0","Statewide District Court",2016
"993","Lower Court Appeal ‐ Defendant Appellant","277","342","17","344","292","143",144,5,6,63,51,5,1,10,34,168,44,13,"1","Statewide District Court",2016
"994","Lower Court Appeal ‐ Plaintiff Appellant","20","18","0","20","18","11",7,0,0,0,0,0,0,0,6,2,8,1,"0","Statewide District Court",2016
"995","Lower Court DWI/DUI Appeals","11","0","0","6","5","0",5,0,0,2,2,0,0,0,1,2,0,0,"0","Statewide District Court",2016
"996","Lower Court DWI Appeal ‐ Defendant Appellant","191","198","9","222","177","92",84,1,10,53,54,3,1,4,14,104,18,7,"0","Statewide District Court",2016
"997","Lower Court DWI Appeal ‐ Plaintiff Appellant","12","12","0","12","12","7",4,1,0,3,3,0,0,0,0,3,2,0,"0","Statewide District Court",2016
"998","Misdemeanor (Dist.)","271","566","269","840","266","135",64,67,10,11,7,6,6,2,34,395,132,267,"0","Statewide District Court",2016
"999","Misdemeanor DWI/DUI","151","195","26","193","179","74",53,52,8,19,8,5,10,4,3,99,51,31,"0","Statewide District Court",2016
"1000","Petition for Review of Bond/Conditions of Release","5","9","0","5","9","2",7,0,0,0,0,0,0,0,3,1,1,0,"0","Statewide District Court",2016
"1001","Total","23201","15665","11519","27549","22841","8710",6523,7608,677,199,467,195,110,95,2048,9386,6915,11430,"51","Statewide District Court",2016
"1002","JUVENILE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Statewide District Court",2016
"1003","Juvenile Public Safety Offenses","135","226","83","330","119","75",27,17,0,1,0,0,0,1,59,113,100,83,"0","Statewide District Court",2016
"1004","Juvenile Crimes Against Property","535","834","404","1280","492","290",112,90,1,8,2,0,6,1,133,523,354,422,"4","Statewide District Court",2016
"1005","Juvenile Crimes Against Persons","632","1104","374","1460","647","393",154,100,6,8,4,2,4,4,195,538,483,366,"3","Statewide District Court",2016
"1006","Juvenile Delinquent Felony","43","46","27","71","47","21",19,7,0,0,0,0,0,0,5,23,21,27,"0","Statewide District Court",2016
"1007","Juvenile Delinquent Non‐Felony","91","123","66","197","85","42",32,11,2,3,1,0,2,2,5,92,39,67,"0","Statewide District Court",2016
"1008","Juvenile Drug Offenses","243","415","188","632","216","128",49,39,0,2,0,0,2,0,66,241,181,187,"0","Statewide District Court",2016
"1009","Juvenile DWI Offenses","47","69","22","105","35","24",8,3,0,1,0,1,0,0,6,63,46,19,"0","Statewide District Court",2016
"1010","Juvenile Extradition","2","2","0","2","2","0",2,0,0,0,0,0,0,0,0,0,1,0,"1","Statewide District Court",2016
"1011","Juvenile Graffiti Offenses","5","2","4","7","4","0",1,3,0,0,0,0,0,0,0,2,3,3,"0","Statewide District Court",2016
"1012","Juvenile Truancy","8","12","0","13","7","7",0,0,0,2,0,0,0,2,1,3,7,0,"0","Statewide District Court",2016
"1013","Juvenile Homicide","5","2","0","3","4","1",3,0,0,0,0,0,0,0,0,1,1,0,"1","Statewide District Court",2016
"1014","Juvenile Motor Vehicle Offenses","27","76","15","88","30","21",7,2,0,0,0,0,0,0,7,43,42,14,"0","Statewide District Court",2016
"1015","Juvenile Sexual Offenses","67","83","16","100","66","31",25,10,0,0,0,0,0,0,13,44,28,20,"4","Statewide District Court",2016
"1016","Youthful Offender Crimes Against Persons","22","25","11","29","29","15",9,5,0,0,0,0,0,0,1,16,12,10,"0","Statewide District Court",2016
"1017","Youthful Offender Crimes Against Property","11","15","2","10","18","10",6,2,1,0,1,0,0,0,1,7,3,1,"0","Statewide District Court",2016
"1018","Youthful Offender Public Safety Offenses","1","4","3","2","6","4",0,2,0,0,0,0,0,0,0,0,0,2,"0","Statewide District Court",2016
"1019","Youthful Offender Homicide","9","7","3","9","10","1",8,1,0,0,0,0,0,0,0,2,3,5,"0","Statewide District Court",2016
"1020","Youthful Offender Sexual Offenses","19","15","4","12","26","11",11,4,2,0,2,0,0,0,1,6,3,3,"0","Statewide District Court",2016
"1021","Youthful Offender Vehicular Homicide","0","1","0","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Statewide District Court",2016
"1022","Total","1902","3061","1222","4350","1844","1075",473,296,12,25,10,3,14,10,493,1717,1327,1229,"13","Statewide District Court",2016
"1023","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First District Court",2017
"1024","Adult Motor Vehicle Offenses","2","0","0","0","2","0",1,1,0,0,0,0,0,0,0,0,0,0,"0","First District Court",2017
"1025","Extradition","18","4","0","1","21","3",18,0,0,0,0,0,0,0,0,0,1,0,"0","First District Court",2017
"1026","Felony Crimes Against Property","647","369","412","653","793","286",256,251,7,0,2,5,0,0,40,178,41,389,"0","First District Court",2017
"1027","Felony Crimes Against Persons","586","379","279","544","713","252",287,174,9,0,4,2,2,1,48,185,37,263,"1","First District Court",2017
"1028","Felony Drug Offenses","559","372","274","571","633","220",189,224,5,0,4,0,0,1,49,224,46,251,"0","First District Court",2017
"1029","Felony DWI/DUI","217","80","100","185","215","64",92,59,5,0,5,0,0,0,4,62,11,101,"1","First District Court",2017
"1030","Felony Homicide","20","13","10","13","29","10",18,1,1,0,1,0,0,0,2,0,0,10,"0","First District Court",2017
"1031","Felony Miscellaneous","60","21","25","46","59","16",19,24,0,0,0,0,0,0,2,16,2,26,"0","First District Court",2017
"1032","Felony Public Safety Offenses","37","40","24","46","54","20",20,14,0,0,0,0,0,0,2,18,5,21,"0","First District Court",2017
"1033","Felony Sexual Offenses","60","38","15","32","80","20",38,22,1,0,1,0,0,0,5,10,5,11,"0","First District Court",2017
"1034","Felony Domestic Violence","1","0","1","0","2","1",1,0,0,0,0,0,0,0,0,0,0,0,"0","First District Court",2017
"1035","Lower Court Appeal","7","0","0","0","7","0",7,0,0,0,0,0,0,0,0,0,0,0,"0","First District Court",2017
"1036","Felony Vehicular Homicide","5","4","0","3","6","1",4,1,0,0,0,0,0,0,0,2,0,1,"0","First District Court",2017
"1037","Lower Court Appeal ‐ Defendant Appellant","33","13","1","19","27","5",21,1,0,3,2,1,0,0,2,8,2,2,"0","First District Court",2017
"1038","Lower Court Appeal ‐ Plaintiff Appellant","6","1","0","3","4","0",3,1,0,0,0,0,0,0,1,1,1,0,"0","First District Court",2017
"1039","Lower Court DWI/DUI Appeals","3","0","0","0","3","0",3,0,0,0,0,0,0,0,0,0,0,0,"0","First District Court",2017
"1040","Lower Court DWI Appeal ‐ Defendant Appellant","21","17","2","22","18","10",8,0,4,2,6,0,0,0,2,10,2,2,"0","First District Court",2017
"1041","Lower Court DWI Appeal ‐ Plaintiff Appellant","1","2","0","2","1","0",1,0,0,0,0,0,0,0,0,1,1,0,"0","First District Court",2017
"1042","Misdemeanor (Dist.)","1","2","0","1","2","1",1,0,0,0,0,0,0,0,0,1,0,0,"0","First District Court",2017
"1043","Misdemeanor DWI/DUI","2","2","0","1","3","0",3,0,0,0,0,0,0,0,0,0,1,0,"0","First District Court",2017
"1044","Petition for Review of Bond/Conditions of Release","3","19","1","7","15","12",3,0,0,0,0,0,0,0,0,0,0,0,"6","First District Court",2017
"1045","Total","2289","1376","1144","2149","2687","921",993,773,32,5,25,8,2,2,157,716,155,1077,"8","First District Court",2017
"1046","JUVENILE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"First District Court",2017
"1047","Juvenile Public Safety Offenses","1","6","3","6","4","2",1,1,0,0,0,0,0,0,0,4,2,0,"0","First District Court",2017
"1048","Juvenile Crimes Against Property","34","41","50","86","39","12",15,12,0,0,0,0,0,0,2,35,9,40,"0","First District Court",2017
"1049","Juvenile Crimes Against Persons","44","82","65","140","51","23",15,13,0,0,0,0,0,0,8,58,16,56,"0","First District Court",2017
"1050","Juvenile Delinquent Felony","8","3","1","6","6","0",2,4,0,0,0,0,0,0,0,4,1,1,"0","First District Court",2017
"1051","Juvenile Delinquent Non‐Felony","5","4","9","12","6","1",2,3,0,0,0,0,0,0,1,3,1,7,"0","First District Court",2017
"1052","Juvenile Drug Offenses","27","34","26","59","28","12",10,6,0,0,0,0,0,0,3,24,8,24,"0","First District Court",2017
"1053","Juvenile DWI Offenses","4","9","5","8","10","6",3,1,0,0,0,0,0,0,0,4,0,4,"0","First District Court",2017
"1054","Juvenile Graffiti Offenses","0","1","0","1","0","0",0,0,0,0,0,0,0,0,0,0,1,0,"0","First District Court",2017
"1055","Juvenile Homicide","2","0","0","0","2","0",2,0,0,0,0,0,0,0,0,0,0,0,"0","First District Court",2017
"1056","Juvenile Motor Vehicle Offenses","3","4","2","5","4","2",1,1,0,0,0,0,0,0,0,2,1,1,"0","First District Court",2017
"1057","Juvenile Sexual Offenses","11","6","1","11","7","2",3,2,1,0,1,0,0,0,2,3,3,1,"0","First District Court",2017
"1058","Youthful Offender Crimes Against Persons","2","0","2","2","2","1",1,0,0,0,0,0,0,0,0,1,0,1,"0","First District Court",2017
"1059","Youthful Offender Crimes Against Property","1","1","0","1","1","0",1,0,0,0,0,0,0,0,1,0,0,0,"0","First District Court",2017
"1060","Total","142","191","164","337","160","61",56,43,1,0,1,0,0,0,17,138,42,135,"0","First District Court",2017
"1061","CRIMINAL","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Second District Court",2017
"1062","Domestic Violence Appeal ‐ Defendant Appellant","3","0","0","2","1","0",1,0,0,0,0,0,0,0,0,1,0,0,"0","Second District Court",2017
"1063","Domestic Violence Appeal ‐ Plaintiff Appellant","3","0","0","3","0","0",0,0,0,0,0,0,0,0,0,3,0,0,"0","Second District Court",2017
"1064","Extradition","67","74","0","74","67","12",12,43,0,0,0,0,0,0,0,0,73,0,"0","Second District Court",2017
"1065","Felony Crimes Against Property","2238","1282","1309","2758","2069","566",329,1174,18,3,5,2,4,10,183,741,505,1307,"0","Second District Court",2017
"1066","Felony Crimes Against Persons","1369","1122","772","1995","1273","473",267,533,54,1,21,19,6,8,252,545,375,782,"0","Second District Court",2017
"1067","Felony Drug Offenses","1478","950","831","1930","1333","341",145,847,20,1,10,3,5,3,139,385,520,860,"0","Second District Court",2017
"1068","Felony DWI/DUI","278","156","39","175","298","66",90,142,1,0,1,0,0,0,13,90,29,43,"0","Second District Court",2017
"1069","Felony Homicide","92","69","20","74","108","54",43,11,10,1,7,2,2,0,4,39,5,17,"0","Second District Court",2017
"1070","Felony Miscellaneous","208","73","28","229","81","15",20,46,4,1,3,0,1,1,18,39,34,25,"0","Second District Court",2017
"1071","Felony Public Safety Offenses","266","339","187","473","320","131",57,132,9,0,5,1,2,1,53,164,59,190,"0","Second District Court",2017
"1072","Felony Sexual Offenses","232","108","79","209","210","60",63,87,19,1,10,8,0,2,17,44,40,91,"0","Second District Court",2017
"1073","Felony First Degree","26","0","17","22","20","3",12,5,0,0,0,0,0,0,0,0,0,22,"0","Second District Court",2017
"1074","Felony Domestic Violence","107","166","91","223","140","51",18,71,2,0,0,0,0,2,38,46,44,95,"0","Second District Court",2017
"1075","Lower Court Appeal","1","0","0","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Second District Court",2017
"1076","Felony Vehicular Homicide","5","18","2","6","19","8",9,2,0,0,0,0,0,0,0,3,0,3,"0","Second District Court",2017
"1077","Lower Court Appeal ‐ Defendant Appellant","21","17","0","26","12","2",10,0,0,5,4,0,1,0,6,7,4,0,"1","Second District Court",2017
"1078","Lower Court Appeal ‐ Plaintiff Appellant","1","0","0","1","0","0",0,0,0,0,0,0,0,0,1,0,0,0,"0","Second District Court",2017
"1079","Lower Court DWI/DUI Appeals","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Second District Court",2017
"1080","Lower Court DWI Appeal ‐ Defendant Appellant","38","20","1","37","22","13",9,0,0,0,0,0,0,0,1,15,0,1,"0","Second District Court",2017
"1081","Lower Court DWI Appeal ‐ Plaintiff Appellant","4","3","0","5","2","2",0,0,0,0,0,0,0,0,2,1,0,0,"0","Second District Court",2017
"1082","Misdemeanor (Dist.)","117","244","197","483","77","18",17,42,1,0,1,0,0,0,38,189,44,211,"0","Second District Court",2017
"1083","Misdemeanor DWI/DUI","20","39","18","62","16","8",5,3,0,0,0,0,0,0,1,41,4,17,"0","Second District Court",2017
"1084","Petition for Review of Bond/Conditions of Release","0","181","1","52","125","124",1,0,0,0,0,0,0,0,0,0,1,1,"49","Second District Court",2017
"1085","Total","6575","4861","3592","8839","6195","1948",1109,3138,138,13,67,35,21,27,766,2353,1737,3665,"50","Second District Court",2017
"1086","JUVENILE","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Second District Court",2017
"1087","Juvenile Public Safety Offenses","74","78","18","117","53","25",21,7,0,4,0,0,2,2,33,43,17,22,"0","Second District Court",2017
"1088","Juvenile Crimes Against Property","184","291","98","398","171","89",48,34,2,2,1,0,2,1,68,171,63,112,"0","Second District Court",2017
"1089","Juvenile Crimes Against Persons","273","378","77","479","250","137",81,32,0,9,1,0,6,2,147,180,69,92,"0","Second District Court",2017
"1090","Juvenile Delinquent Felony","0","0","1","0","1","1",0,0,0,0,0,0,0,0,0,0,0,0,"0","Second District Court",2017
"1091","Juvenile Delinquent Non‐Felony","1","4","1","4","2","2",0,0,0,0,0,0,0,0,1,1,0,2,"0","Second District Court",2017
"1092","Juvenile Drug Offenses","47","48","10","76","29","16",3,10,0,2,0,0,1,1,26,26,10,14,"0","Second District Court",2017
"1093","Juvenile DWI Offenses","8","11","2","15","6","3",1,2,0,0,0,0,0,0,0,10,1,4,"0","Second District Court",2017
"1094","Juvenile Graffiti Offenses","1","1","0","2","0","0",0,0,0,0,0,0,0,0,0,1,0,1,"0","Second District Court",2017
"1095","Juvenile Motor Vehicle Offenses","16","17","16","35","14","7",4,3,0,0,0,0,0,0,6,13,5,13,"0","Second District Court",2017
"1096","Juvenile Sexual Offenses","5","13","2","16","4","3",0,1,0,0,0,0,0,0,3,9,2,2,"0","Second District Court",2017
"1097","Youthful Offender Crimes Against Persons","17","35","10","32","30","18",8,4,0,1,0,0,1,0,0,23,8,8,"0","Second District Court",2017
"1098","Youthful Offender Crimes Against Property","8","10","4","11","11","6",4,1,0,0,0,0,0,0,1,7,2,2,"0","Second District Court",2017
"1099","Youthful Offender Public Safety Offenses","5","6","2","8","5","2",1,2,0,0,0,0,0,0,0,6,2,2,"0","Second District Court",2017
"1100","Youthful Offender Homicide","3","0","0","1","2","0",1,1,0,0,0,0,0,0,0,1,0,0,"0","Second District Court",2017
"1101","Youthful Offender Vehicular Homicide","1","0","0","0","1","0",1,0,0,0,0,0,0,0,0,0,0,0,"0","Second District Court",2017
"1102","Total","643","892","241","1194","579","309",173,97,2,18,2,0,12,6,285,491,179,274,"0","Second District Court",2017
"1103","CRIMINAL","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Third District Court",2017
"1104","Adult Motor Vehicle Offenses","3","0","0","0","3","0",0,3,0,0,0,0,0,0,0,0,0,0,"0","Third District Court",2017
"1105","Extradition","8","26","0","20","14","7",7,0,0,0,0,0,0,0,0,0,11,0,"9","Third District Court",2017
"1106","Felony Crimes Against Property","492","253","262","555","451","183",69,199,8,1,3,2,3,1,15,220,48,265,"1","Third District Court",2017
"1107","Felony Crimes Against Persons","634","400","299","723","615","251",164,200,18,0,5,6,4,3,11,298,78,322,"3","Third District Court",2017
"1108","Felony Drug Offenses","601","429","272","694","611","213",174,224,6,0,6,0,0,0,12,373,47,264,"0","Third District Court",2017
"1109","Felony DWI/DUI","91","65","34","73","116","39",25,52,5,0,4,1,0,0,1,37,6,24,"0","Third District Court",2017
"1110","Felony Homicide","26","11","8","19","26","4",16,6,0,0,0,0,0,0,0,7,1,11,"0","Third District Court",2017
"1111","Felony Miscellaneous","82","70","23","72","104","47",23,34,0,0,0,0,0,0,3,41,13,15,"0","Third District Court",2017
"1112","Felony Public Safety Offenses","14","11","6","14","17","6",7,4,0,0,0,0,0,0,0,7,2,6,"0","Third District Court",2017
"1113","Felony Sexual Offenses","124","51","48","90","133","43",52,38,8,0,2,5,0,1,1,22,19,42,"0","Third District Court",2017
"1114","Felony First Degree","2","0","1","0","3","1",1,1,0,0,0,0,0,0,0,0,0,0,"0","Third District Court",2017
"1115","Felony Domestic Violence","25","27","13","42","23","12",7,4,0,0,0,0,0,0,0,19,8,15,"0","Third District Court",2017
"1116","Felony Vehicular Homicide","1","2","0","1","2","1",0,1,0,0,0,0,0,0,0,1,0,0,"0","Third District Court",2017
"1117","Lower Court Appeal","1","0","0","0","1","0",0,1,0,0,0,0,0,0,0,0,0,0,"0","Third District Court",2017
"1118","Lower Court Appeal ‐ Defendant Appellant","17","16","1","16","17","5",12,0,0,6,5,1,0,0,1,8,0,1,"0","Third District Court",2017
"1119","Lower Court Appeal ‐ Plaintiff Appellant","1","1","0","1","1","0",1,0,0,0,0,0,0,0,0,0,1,0,"0","Third District Court",2017
"1120","Lower Court DWI Appeal ‐ Defendant Appellant","7","8","1","10","6","3",3,0,1,4,4,0,1,0,1,3,1,0,"0","Third District Court",2017
"1121","Misdemeanor (Dist.)","4","36","1","30","11","2",1,8,0,0,0,0,0,0,1,20,8,1,"0","Third District Court",2017
"1122","Misdemeanor DWI/DUI","24","3","1","12","16","2",0,14,0,1,1,0,0,0,0,3,6,2,"0","Third District Court",2017
"1123","Total","2157","1409","970","2372","2170","819",562,789,46,12,30,15,8,5,46,1059,249,968,"13","Third District Court",2017
"1124","JUVENILE","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Third District Court",2017
"1125","Juvenile Public Safety Offenses","3","32","1","23","13","12",0,1,0,0,0,0,0,0,1,12,8,2,"0","Third District Court",2017
"1126","Juvenile Crimes Against Property","43","93","42","118","59","44",3,12,0,0,0,0,0,0,3,37,43,36,"0","Third District Court",2017
